Date,Market_Returns,Asset_Returns
2015-01-02,0.0,0.0
2015-01-05,-0.018278224192733825,-0.016890224873978163
2015-01-06,-0.008894265373722433,-0.03031901325209966
2015-01-07,0.01162904902096703,-0.0026064789823771264
2015-01-08,0.017887566343832657,0.03761707847844615
2015-01-09,-0.00840440627279737,0.004027564182436329
2015-01-12,-0.008094201033939095,-0.012538096643626371
2015-01-13,-0.002579467934710049,-0.0015247114371805413
2015-01-14,-0.005814059390892137,0.004068146347253884
2015-01-15,-0.009248788620252428,-0.007093061768324986
2015-01-16,0.013423485110136866,0.01836687451768388
2015-01-20,0.0015496349095060309,0.0030053084005147554
2015-01-21,0.004730830317989453,0.01398543413023131
2015-01-22,0.015269126678498559,0.01724099812591251
2015-01-23,-0.00549203831233369,0.002904499404170926
2015-01-26,0.0025682624443362414,-0.00434524919357541
2015-01-27,-0.013388576696094548,-0.048012800892558154
2015-01-28,-0.013496204604430238,-0.016302277811652055
2015-01-29,0.009534288461711931,0.02433959292105185
2015-01-30,-0.01299216366470383,-0.02932283357719771
2015-02-02,0.012962265297975803,0.021874906461058902
2015-02-03,0.014438900055217642,0.024973837352736616
2015-02-04,-0.004156244621525454,0.0024863429821360885
2015-02-05,0.010291089226444877,0.016368351680570308
2015-02-06,-0.0034187675522238097,-0.0043926009224956025
2015-02-09,-0.0042473134086078316,-0.0009806083988946762
2015-02-10,0.010675362606538416,0.0279684019572007
2015-02-11,-2.9232001369431187e-05,-0.006682787236439594
2015-02-12,0.009644188971443295,0.07159949334793707
2015-02-13,0.004074540079036812,0.00044874996581397396
2015-02-17,0.0015972570020403138,0.003137238160022243
2015-02-18,-0.0003148250907604158,-0.011618683915469939
2015-02-19,-0.0010625732062161644,0.002712625091091605
2015-02-20,0.006126136801347808,0.0072131287253324565
2015-02-23,-0.0003039344334279087,-0.008057858133903915
2015-02-24,0.0027580566071831536,0.01064490734834229
2015-02-25,-0.0007663188855900876,-0.007620875303219974
2015-02-26,-0.0014765441005072358,0.0027096075069659186
2015-02-27,-0.0029566220090903764,-0.006306512950052873
2015-03-02,0.006124720845146333,0.024478800006666763
2015-03-03,-0.004539058025765817,-0.018584799751733213
2015-03-04,-0.004388900308403516,0.01127074695443368
2015-03-05,0.0011959609372186447,0.01917065348346604
2015-03-06,-0.01417414500257578,-0.013560835376458172
2015-03-09,0.003944222778503667,0.00266064944544849
2015-03-10,-0.016961726911230397,0.017248012275640583
2015-03-11,-0.0019181954478968402,-0.005217341218265224
2015-03-12,0.012600725280524869,-0.00917914322093998
2015-03-13,-0.006075623666609147,0.0013223597779871545
2015-03-16,0.013532480695623187,0.011893285940336232
2015-03-17,-0.0033220784625043365,0.012187798853370051
2015-03-18,0.012156913466109726,-0.01634553291698268
2015-03-19,-0.0048729762341757805,0.015303493553331975
2015-03-20,0.009012635622178368,0.010766415013843468
2015-03-23,-0.0017458500901552526,-0.03238197236064265
2015-03-24,-0.006140017195030765,-0.013650581383876979
2015-03-25,-0.014559619938026394,-0.06071524805957911
2015-03-26,-0.0023786111078879344,-0.0033284597704483607
2015-03-27,0.0023673708733509304,0.019550774764157678
2015-03-30,0.01223573248898206,0.004208777954630856
2015-03-31,-0.008796767114386097,-0.0251529071235615
2015-04-01,-0.003966680794925492,0.003821446576156651
2015-04-02,0.0035292701332642444,0.002379624090446935
2015-04-06,0.006608696076115707,0.02896446847549851
2015-04-07,-0.002062499295944818,0.00876759687432327
2015-04-08,0.002681818842083802,0.007318394512907119
2015-04-09,0.004456687367609145,0.023159662910688793
2015-04-10,0.005202269799260419,0.010208488420083485
2015-04-13,-0.004581479006345238,-0.009227127151291628
2015-04-14,0.0016293620489397469,-0.008426195663842024
2015-04-15,0.005147600458820902,0.012074745133438427
2015-04-16,-0.0007788404388126731,-0.006186874082378242
2015-04-17,-0.011311761391632922,-0.012895369556663148
2015-04-20,0.009234615799598169,-0.004955312131403209
2015-04-21,-0.0014813989763521676,-0.0013589221320368453
2015-04-22,0.00508668670543163,0.011332111286723366
2015-04-23,0.002356922242895264,-0.004035111741479559
2015-04-24,0.0022522053372446855,-0.008551196425093941
2015-04-27,-0.004141830122942778,0.007715943811767103
2015-04-28,0.0027687158223299612,0.004954726060750094
2015-04-29,-0.003740454628418087,-0.007620399112758123
2015-04-30,-0.010129105027533206,0.0027099249672984573
2015-05-01,0.01092288261154496,0.02477497643276351
2015-05-04,0.0029406296430257843,-0.006154072588483648
2015-05-05,-0.011837701137944873,-0.02565260272192767
2015-05-06,-0.004456121638402661,0.003176638695970995
2015-05-07,0.0037736150261381187,0.017647264650469136
2015-05-08,0.013457782128744834,-0.07381076965015164
2015-05-11,-0.005089758941129544,-0.009601717043133654
2015-05-12,-0.002950153557883304,0.009694085654595288
2015-05-13,-0.0003053516078744441,0.005760253109681129
2015-05-14,0.010778889800185192,0.01622906073811074
2015-05-15,0.0007680170812924096,0.00046932379598622545
2015-05-18,0.0030476305889507835,-0.0014090499761573898
2015-05-19,-0.0006437713690145737,-0.006234613299655873
2015-05-20,-0.0009310321248198175,-5.158730265167025e-07
2015-05-21,0.002337358612387377,-0.0071303110751358405
2015-05-22,-0.0022342831287443694,-0.001435935651586246
2015-05-26,-0.010282377023225837,-0.0062334307840862975
2015-05-27,0.009162125389339028,0.053545542564220616
2015-05-28,-0.0012668799452934959,0.013736472978865944
2015-05-29,-0.006318588220692299,-0.0004518379481305163
2015-06-01,0.0020591438220386835,0.011296868556621192
2015-06-02,-0.0010089930153360412,-0.01966133978583658
2015-06-03,0.0021184742858199428,-0.01093935778681528
2015-06-04,-0.008623365989583834,0.017972241017886487
2015-06-05,-0.0014365797589124991,0.007695539246002008
2015-06-08,-0.00647490661467039,-0.022911326699066443
2015-06-09,0.0004178371311953663,0.00505669713904955
2015-06-10,0.012041908954097959,-0.017841520392662066
2015-06-11,0.0017383089575346118,0.010712409064287536
2015-06-12,-0.00699449829445912,-0.027188842878988522
2015-06-15,-0.00462269154127347,-0.00189468931467006
2015-06-16,0.005689539148347061,0.012339166879677215
2015-06-17,0.001979522255071932,0.011720085538838089
2015-06-18,0.009902591531288153,0.016682166796795475
2015-06-19,-0.005303620797441942,-0.003190415536801426
2015-06-22,0.006094747506910982,-0.004115555254474921
2015-06-23,0.0006355510435788576,-0.0257118768720009
2015-06-24,-0.0073534953743373075,-0.009896525587755703
2015-06-25,-0.002973772713379544,0.0076155599305328305
2015-06-26,-0.0003902780567610984,-0.0203122421113258
2015-06-29,-0.02086639233225644,-0.02989419863611135
2015-06-30,0.002658093060758187,-0.0004973449569008644
2015-07-01,0.006935921060780572,0.01442056221633571
2015-07-02,-0.0003081417884184129,0.0009804975121755616
2015-07-06,-0.0038619552757765217,-0.01224330475503447
2015-07-07,0.006080578283186904,-0.018840236611769774
2015-07-08,-0.016653145879395,-0.007074616193557166
2015-07-09,0.002261885112276579,-0.01221384519904008
2015-07-10,0.012338167639819025,0.017516371329515595
2015-07-13,0.011065731779271875,0.006581782988785905
2015-07-14,0.004452762386245739,0.0005026125304127653
2015-07-15,-0.0007355019390845577,-0.007039044484406063
2015-07-16,0.008014283587174303,0.022278191239953376
2015-07-17,0.0011056671210161204,-0.005944130101921517
2015-07-20,0.0007703211736077977,-0.018436554698352106
2015-07-21,-0.004262879837770846,0.004567257791800786
2015-07-22,-0.0023889003713700695,-0.019202536408557732
2015-07-23,-0.0056772307544321575,0.012363351944373328
2015-07-24,-0.010704518518999447,-0.011705883874655428
2015-07-27,-0.005776126296196377,-0.005665719032607691
2015-07-28,0.012384448277469127,0.021748817676217978
2015-07-29,0.0073170096322933585,0.01216246979590634
2015-07-30,2.598635403906046e-05,0.0025014544461237145
2015-07-31,-0.002273821573230423,-0.0034988670047934106
2015-08-03,-0.0027593867337368824,0.017040365313680025
2015-08-04,-0.0022526809699341768,0.003939540484406664
2015-08-05,0.003111702558155035,0.010306002479529805
2015-08-06,-0.007754096393576587,-0.006317516771612503
2015-08-10,0.012805587101460026,0.034809353356894904
2015-08-11,-0.009560991386942073,-0.005049956503214901
2015-08-12,0.0009464832257871429,0.002532414439695297
2015-08-13,-0.0012785057442104913,-0.008435058293660959
2015-08-14,0.003908789505683158,0.0008472555267438895
2015-08-17,0.005209043232808026,-0.006374455153841711
2015-08-18,-0.0026289032023060458,-0.009105149076449017
2015-08-19,-0.008256463547682905,-0.003901286320423261
2015-08-20,-0.021100765311559688,-0.03610274780829292
2015-08-25,-0.01352409815355078,-0.02076520862407667
2015-08-27,0.024295764494111634,0.03759612387165611
2015-08-28,0.0006067522346847548,0.004416645971978656
2015-08-31,-0.008391789416837258,-0.010999176949241006
2015-09-02,0.01829198294092454,0.03014721473846965
2015-09-03,0.0011641983070225254,0.0027012267227244386
2015-09-04,-0.015330587787439067,-0.02335130220278964
2015-09-08,0.025082061522973483,0.04275771538615941
2015-09-09,-0.013898949397967672,-0.019842373028171843
2015-09-10,0.005277359795712313,0.015743552598749266
2015-09-11,0.004486130512558235,0.0030997611519793366
2015-09-14,-0.004090647774253556,0.001764726179083906
2015-09-15,0.01282900983528245,0.011015714661977698
2015-09-16,0.008703311175115512,0.006972554401028551
2015-09-17,-0.0025611783676320206,0.009091124860195822
2015-09-18,-0.01616456256966788,-0.000858784613036196
2015-09-21,0.00456526773217192,0.010304355159756586
